Executed on: 2023-09-26 01:12:58.547256
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM523 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.880780, 2.890300, 14.150000
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1083.319505, -1068.137526
    Number of energy states: 60
    Energy spacing (eV): 0.257322
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 03100000 	Time(s): 1205370.038659
    -- MCMC Step: 03110000 	Time(s): 1207926.743961
    -- MCMC Step: 03120000 	Time(s): 1210610.714242
    -- MCMC Step: 03130000 	Time(s): 1213455.374311
    -- MCMC Step: 03140000 	Time(s): 1216385.480818
    -- MCMC Step: 03150000 	Time(s): 1219343.434066
    -- MCMC Step: 03160000 	Time(s): 1222421.237712
    -- MCMC Step: 03170000 	Time(s): 1225549.171302
    -- MCMC Step: 03180000 	Time(s): 1228810.840474
    -- MCMC Step: 03190000 	Time(s): 1232101.604366
    -- MCMC Step: 03200000 	Time(s): 1235319.980554
    -- MCMC Step: 03210000 	Time(s): 1238674.217762
    -- MCMC Step: 03220000 	Time(s): 1242061.797244
    -- MCMC Step: 03230000 	Time(s): 1245302.798869
    -- MCMC Step: 03240000 	Time(s): 1248466.275125
    -- MCMC Step: 03250000 	Time(s): 1251760.281358
    -- MCMC Step: 03260000 	Time(s): 1255064.754745
    -- MCMC Step: 03270000 	Time(s): 1258444.186876
    -- MCMC Step: 03280000 	Time(s): 1261743.890905
    -- MCMC Step: 03290000 	Time(s): 1265020.070491
    -- MCMC Step: 03300000 	Time(s): 1268309.748413
