Executed on: 2023-09-21 02:33:35.750182
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM622 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.873440, 2.877225, 14.130600
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1075.388829, -1064.828767
    Number of energy states: 60
    Energy spacing (eV): 0.178984
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 01310000 	Time(s): 303720.858785
    -- MCMC Step: 01320000 	Time(s): 305301.712459
    -- MCMC Step: 01330000 	Time(s): 306887.855803
    -- MCMC Step: 01340000 	Time(s): 308458.685723
    -- MCMC Step: 01350000 	Time(s): 310043.373501
    -- MCMC Step: 01360000 	Time(s): 311626.151112
    -- MCMC Step: 01370000 	Time(s): 313222.776459
    -- MCMC Step: 01380000 	Time(s): 314822.797662
    -- MCMC Step: 01390000 	Time(s): 316434.035815
    -- MCMC Step: 01400000 	Time(s): 318030.120927
    -- MCMC Step: 01410000 	Time(s): 319626.589444
    -- MCMC Step: 01420000 	Time(s): 321223.371334
    -- MCMC Step: 01430000 	Time(s): 322812.210676
    -- MCMC Step: 01440000 	Time(s): 324414.418785
    -- MCMC Step: 01450000 	Time(s): 326017.641157
    -- MCMC Step: 01460000 	Time(s): 327615.893259
    -- MCMC Step: 01470000 	Time(s): 329176.351781
    -- MCMC Step: 01480000 	Time(s): 330801.652531
    -- MCMC Step: 01490000 	Time(s): 332413.185697
    -- MCMC Step: 01500000 	Time(s): 334063.531366
    -- MCMC Step: 01510000 	Time(s): 335709.749267
    -- MCMC Step: 01520000 	Time(s): 337359.761466
    -- MCMC Step: 01530000 	Time(s): 339021.762540
    -- MCMC Step: 01540000 	Time(s): 340688.540745
    -- MCMC Step: 01550000 	Time(s): 342410.214907
    -- MCMC Step: 01560000 	Time(s): 344064.314927
    -- MCMC Step: 01570000 	Time(s): 345763.167513
    -- MCMC Step: 01580000 	Time(s): 347391.864568
    -- MCMC Step: 01590000 	Time(s): 349054.868962
    -- MCMC Step: 01600000 	Time(s): 350691.885709
    -- MCMC Step: 01610000 	Time(s): 352404.598713
    -- MCMC Step: 01620000 	Time(s): 354128.814535
    -- MCMC Step: 01630000 	Time(s): 355852.939180
    -- MCMC Step: 01640000 	Time(s): 357564.066044
    -- MCMC Step: 01650000 	Time(s): 359272.726619
    -- MCMC Step: 01660000 	Time(s): 360976.045444
    -- MCMC Step: 01670000 	Time(s): 362703.400230
    -- MCMC Step: 01680000 	Time(s): 364404.069905
    -- MCMC Step: 01690000 	Time(s): 366079.388685
    -- MCMC Step: 01700000 	Time(s): 367840.328150
    -- MCMC Step: 01710000 	Time(s): 369475.235726
    -- MCMC Step: 01720000 	Time(s): 371128.930376
    -- MCMC Step: 01730000 	Time(s): 372854.275975
    -- MCMC Step: 01740000 	Time(s): 374526.388248
    -- MCMC Step: 01750000 	Time(s): 376181.719240
    -- MCMC Step: 01760000 	Time(s): 377827.141298
    -- MCMC Step: 01770000 	Time(s): 379455.770556
    -- MCMC Step: 01780000 	Time(s): 381082.125891
    -- MCMC Step: 01790000 	Time(s): 382736.224940
    -- MCMC Step: 01800000 	Time(s): 384380.000362
